"@10100111011100",2.0
"@01001001001110",-1.0
"@01111001010111",-1.0
"@11101001111110",-1.0
"@01010101111010",2.0
"@01101101111110",2.0
"@01111001010101",-2.0
"@01000001011010",-1.16
"@11011001001111",-1.0
"@10110111111010",2.0
"@11001010001001",-2.0
"@01111101100111",1.0
"@11010011010111",-1.0
"@11111011011011",-1.2
"@11011110101011",1.56
"@00000000111101",-1.0
"@10010001011011",-1.0
"@10001000010101",-1.92
"@10001000101001",-2.0
"@11010101100101",1.0
"@11000011111101",-0.97
"@10100100011011",1.56
"@11101010110111",-1.0
"@01100111110101",1.0
"@01010110111010",1.31
"@11000001001111",-1.0
"@00011011010011",-1.0
"@10101100000110",1.0
"@11011011101001",-1.66
"@01110010010111",-1.0
"@10010001011101",-1.0
"@11111011111100",-1.98
"@10110111001001",1.57
"@11101100101100",1.0
"@00101101001001",1.57
"@00001110101101",3.0
"@10001100101101",3.0
"@00111010110110",-1.0
"@01010101001110",2.0
"@00000111001010",1.46
"@01111111000101",0.0
"@10010010100101",-0.92
"@10010101111011",1.56
"@00101010011111",-1.0
"@10101000111011",-1.0
"@11111110011111",3.0
"@00101110010111",1.0
"@00001101001010",1.16
"@00010111001011",1.58
"@11011110001101",3.0
"@00100101100101",1.0
"@00011001011111",-1.0
"@01100001100110",-1.0
"@10010000100111",-1.0
"@01000111001110",2.0
"@01000011001010",-1.0
"@11000011001110",-1.0
"@00110100110111",1.0
"@11111111001011",1.56
"@11101010111011",-1.11
"@11001000001111",-1.0
"@10001100101011",1.56
"@11001101001010",1.16
"@01111111101110",2.0
"@01111100000101",0.0
"@00011110111100",1.0
"@00110001101110",-1.0
"@01111100010111",1.0
"@10001101111001",1.55
"@01001100100011",1.0
"@11011001001101",-1.76
"@10010011001010",-0.91
"@11111110110011",1.0
"@11110100101110",2.0
"@01110100111010",1.5
"@11101101110111",1.0
"@11000101010110",1.0
"@11000000110011",-1.0
"@10111001110101",-1.97
"@11111111111001",1.55
"@00111111110101",0.0
"@01100010011010",-0.96
"@01111011101010",-1.0
"@10101111111011",1.56
"@00100001011101",-1.0
"@00011100000111",1.0
"@00011000101110",-1.0
"@10011001101100",-1.91
"@10111101000011",1.0
"@01111000111001",-1.62
"@11011110111001",1.54
"@01010110001011",2.0
"@11000110110111",1.0
"@11010100100111",1.0
"@00011011000110",-1.0
"@10101110000101",0.0
"@11101100000101",0.0
"@00010010111110",-1.0
"@11011011001110",-1.0
"@11101000010101",-1.88
"@00011010000110",-1.0
"@10110100111110",2.0
"@11011101010101",0.0
"@11111101111111",3.0
"@11001101101011",1.57
"@10100010110101",-0.98
"@10101011001111",-1.0
"@00100000101001",-0.74
"@11001011001100",-1.92
"@01010001100110",-1.0
"@11100001011101",-0.94
"@11100010101100",-0.86
"@10000001101101",-1.0
"@11000000011100",-1.02
"@11111010001001",-2.0
"@11001111011110",2.0
"@10010100111110",2.0
"@11000000001001",-0.73
"@11011010001011",-0.99
"@00011101010111",1.0
"@00001001001011",-1.14
"@10000101001101",3.0
"@01100011011110",-1.0
"@01111110001001",1.56
"@00100101011101",3.0
"@01000010000111",-1.0
"@11100100110110",1.0
"@00001000111001",-1.68
"@00110100001001",1.58
"@00010110011100",2.0
"@11010000000101",-0.92
"@10101110110101",0.0
"@00111100100111",1.0
"@00011110110011",1.0
"@01100010100111",-1.0
"@00101010101111",-1.0
"@10111101101010",2.0
"@10101101111011",1.55
"@00100000011010",-1.0
"@01110001100111",-1.0
"@00101000111011",-1.13
"@11100111001001",1.6
"@00001010100110",-1.0
"@01011101000011",1.0
"@11111110110111",1.0
"@10011110011001",1.55
"@11011010111100",-1.98
"@10001110111100",1.0
"@00100111100111",1.0
"@00111111101101",3.0
"@01011101101101",3.0
"@11110101011110",2.0
"@01110001011110",-1.0
"@01100110100101",1.0
"@01011011000101",-2.0
"@10100100111010",2.0
"@11000101000111",1.0
"@00100001111100",-1.0
"@10100011011111",-1.0
"@10110110011110",2.0
"@10110011011111",-1.0
"@11100101101001",1.59
"@01000100011001",1.58
"@11011000101010",-1.0
"@10100010100011",-1.0
"@01000111011101",3.0
"@11110110000011",1.0
"@00100001011011",-1.0
"@10110100111111",3.0
"@01001011010110",-1.0
"@01101010111011",-1.13
"@01100111101011",1.57
"@11110111111010",1.5
"@11111011111011",-1.2
"@11011001111100",-2.05
"@10100000111001",-0.86
"@00110000011100",-1.0
"@10110000111111",-1.0
"@01101001111011",-1.21
"@00100101101100",2.0
"@11001111101100",1.0
"@00011110011111",3.0
"@01100010111011",-1.0
"@00001010001110",-1.0
"@00010111001101",3.0
"@11111100001111",3.0
"@01110111110110",1.0
"@11000110101011",1.59
"@11101010011111",-1.0
"@01101010011001",-1.65
"@10110111110110",1.0
"@10111100001110",2.0
"@10100010101111",-1.0
"@11001111101101",3.0
"@01110101001110",2.0
"@11001000100111",-1.0
"@01011100100101",0.0
"@11011010110110",-1.0
"@01110001100110",-1.0
"@00010101111110",2.0
"@01111100010101",0.0
"@00100110010101",1.0
"@01101001100110",-1.0
"@00110101011101",3.0
"@10101110001101",3.0
"@01010101111100",2.0
"@11010010111001",-1.0
"@11110011111100",-0.99
"@00011111010110",1.0
"@00010010100110",-1.0
"@00110010000101",-1.0
"@01110111000111",1.0
"@10011010101111",-1.0
"@11110111111101",3.0
"@10100011111011",-0.92
"@11000100111110",2.0
"@01111011111111",-1.0
"@00001000110011",-1.44
"@11010111111111",3.0
"@00110111110011",1.0
"@10001100000111",1.0
"@00010010011101",-1.0
"@01111001110011",-1.0
"@11010101011111",3.0
"@01000111011110",2.0
"@10101110111110",2.0
"@11101000111101",-1.62
"@10101000011011",-1.11
"@11111010111100",-1.93
"@01001011101111",-1.0
"@01001001101100",-2.0
"@01100100011110",2.0
"@00111000010011",-1.28
"@01100111011100",2.0
"@10000000010110",-1.0
"@11111111011101",3.0
"@01010001000011",-0.96
"@01011011001010",-1.0
"@01011100110101",0.0
"@10000110010111",1.0
"@11010001001101",-1.0
"@00110111011111",3.0
"@00101100111010",2.0
"@11111001001101",-1.76
"@00011011010110",-1.0
"@00001011101101",-1.72
"@10110111000110",1.0
"@11110000111111",-1.0
"@11111000010101",-1.86
"@11100101001110",2.0
"@11010100000111",1.0
"@01001001001010",-1.24
"@00100110000101",1.0
"@00101000101111",-1.0
"@01101101010011",1.0
"@01011110111011",1.55
"@10101100001101",3.0
"@01100000111111",-1.0
"@11000111101110",2.0
"@10000100100110",1.0
"@01101110111001",2.0
"@01101111111010",0.99
"@00011001111001",-1.89
"@11110011001100",-0.93
"@11101011011101",-2.0
"@00011010111111",-1.0
"@01000011010011",-1.2
"@10100111000011",1.0
"@10001010111100",-1.98
"@00111001101100",-2.0
"@01011110001111",3.0
"@01010100001111",3.0
"@10100010001010",-0.86
"@10000001011101",-1.0
"@10000110010101",1.0
"@11010001111101",-0.98
"@11010110111111",3.0
"@01101011111100",-2.0
"@11101011011111",-1.0
"@11111000101001",-1.47
"@11011010001100",-1.87
"@10010010111110",-1.0
"@00011001100110",-1.0
"@01001001111110",-1.0
"@10011110010111",1.0
"@11001001010101",-2.04
"@11100010111110",-1.0
"@00011110100101",0.0
"@00000011101110",-1.0
"@00001110101001",1.57
"@10000110011010",2.0
"@10010101111101",3.0
"@10110001010110",-1.0
"@11011000001101",-1.62
"@01000111101110",2.0
"@00110000101101",-1.0
"@11011010011110",-1.0
"@10101101011011",1.56
"@01101110011010",2.0
"@11100000001111",-1.0
"@01111010101111",-1.0
"@00100010101001",-0.74
"@11110011010110",-1.0
"@10111100010110",1.0
"@00000011101001",-1.0
"@01101110111111",3.0
"@10101000000110",-1.0
"@00100011001011",-1.0
"@01100101001110",2.0
"@00011100101011",2.0
"@10101111111101",3.0
"@10111011100101",-1.9
"@11011100111001",1.55
"@11111010011101",-1.65
"@11110000000110",-1.0
"@10000010000111",-1.0
"@10011100011010",2.0
"@10100111100110",1.0
"@11000000011010",-1.0
"@11110101111111",3.0
"@00000110111100",2.0
"@11010010001101",-0.78
"@11110111010111",1.0
"@01000101111110",2.0
"@11001110111111",3.0
"@01011110101101",3.0
"@10011110101101",3.0
"@11000010110111",-1.0
"@00001001001010",-1.24
"@10010011001110",-1.0
"@01010111001101",3.0
"@00001110001110",2.0
"@10010111011001",2.0
"@00111101111101",3.0
"@01001010101110",-1.0
"@01110101011110",2.0
"@10000110010011",0.35
"@10111110111001",1.54
"@01101000001111",-1.0
"@01000111011100",2.0
"@10010010111001",-0.91
"@01111110110011",1.0
"@11101000100011",-1.0
"@11110101011100",2.0
"@10110100100101",1.0
"@10001101000011",0.57
"@00011111101001",1.56
"@00110010001111",-1.0
"@10100100010110",1.0
"@11001111011011",1.56
"@00100110101101",3.0
"@11101100000111",1.0
"@10010100000111",1.0
"@01000011110101",-1.0
"@01111100100011",1.0
"@11100001110110",-1.0
"@11010011101111",-1.0
"@00101000001100",-2.0
"@01100111101111",3.0
"@11111011101100",-1.91
"@11011100110101",0.0
"@00001010010101",-1.92
"@01100010001111",-1.0
"@01110001111010",-1.0
"@01101011111101",-2.0
"@01001111101010",1.15
"@00101010111110",-1.0
"@10110101011101",3.0
"@11001001100110",-1.0
"@11010010011100",-1.02
"@10100101001010",2.0
"@11011100000101",0.0
"@11100111110011",1.0
"@11101010100111",-1.0
"@00000110110101",1.0
"@00000110111011",1.57
"@01001000000101",-2.0
"@10101111001101",3.0
"@00000011111111",-1.0
"@00111011111001",-1.8
"@11010000011110",-1.0
"@00110001010110",-1.0
"@01111010101110",-1.0
"@11100010001100",-1.0
"@11001100101101",3.0
"@01101101110101",0.0
"@10000111111100",2.0
"@11111001100111",-1.0
"@10001111111111",3.0
"@01101000011111",-1.0
"@01000101101010",1.5
"@10101010001110",-1.0
"@11011001011001",-2.0
"@10100001111111",-1.0
"@00001101001101",3.0
"@00101010100110",-1.0
"@10011000111111",-1.0
"@10111101110111",1.0
"@00011001011101",-2.0
"@11011100100111",1.0
"@00100101001101",3.0
"@00010111010011",1.0
"@10101111100011",1.0
"@11000101001011",1.58
"@01000001101010",-0.92
"@10110000001111",-1.0
"@00110001111100",-1.0
"@00011000100110",-1.0
"@01111111010111",1.0
"@10001010001100",-2.0
"@10000011100011",-1.0
"@11100110110110",1.0
"@01010001010101",-1.0
"@00010000100111",-1.0
"@10011010111001",-1.66
"@10100110101110",2.0
"@00111001111011",-1.22
"@10001101000111",1.0
"@10100000101110",-1.0
"@10101100101101",3.0
"@11001001101010",-1.0
"@00101101000011",1.0
"@01101100010111",1.0
"@00101000011100",-2.0
"@00000101110101",1.0
"@11010001000101",-0.95
"@11010000001110",-1.0
"@01001000011011",-1.25
"@01011001101010",-1.23
"@01010101110101",1.0
"@00000001001101",-1.0
"@10001000111110",-1.0
"@11010011010110",-1.0
"@10010100100101",1.0
"@10000110101110",2.0
"@01010000001111",-1.0
"@01101110100110",1.0
"@10010110001010",2.0
"@10000011100110",-1.0
"@01101001111111",-1.0
"@01011000101011",-1.03
"@01000101101011",1.58
"@11101110010011",0.22
"@00000001101101",-0.85
"@00000111010111",1.0
"@10010111001100",2.0
"@01000011100011",-1.0
"@11001000101110",-1.0
"@00110000111011",-0.87
"@01101001001010",-1.24
"@00001010110111",-1.0
"@10100011000111",-1.0
"@11100001000011",-0.97
"@00111001001111",-1.0
"@11011101010011",1.0
"@10010011100110",-1.0
"@10111000101110",-1.0
"@10000101001111",3.0
"@00001100011101",3.0
"@01100001111111",-1.0
"@01010110110011",1.0
"@11000001001101",-0.87
"@01110000101010",-0.87
"@00110000001001",-0.76
"@00100001101101",-1.0
"@00010111001010",1.5
"@11101101001101",3.0
"@11101011001010",-1.22
"@11000110001110",2.0
"@10111001100101",-2.0
"@10111000001011",-1.0
"@10000110010110",1.0
"@11101000111010",-1.0
"@00010011101100",-1.0
"@01011001011011",-1.36
"@01000111001111",3.0
"@11010001110101",-1.1
"@11011110001100",1.0
"@10100100101100",2.0
"@01000100111101",3.0
"@00010100110110",1.0
"@01110101110110",1.0
"@01101100010101",0.0
"@10101001010110",-1.0
"@00100111111100",2.0
"@11010110000111",1.0
"@00101111011010",1.0
"@11011001111010",-1.0
"@01000110101011",1.58
"@11011001011011",-1.0
"@11000110110110",1.0
"@11110011101010",-1.0
"@01111110110111",1.0
"@00000100101010",1.67
"@10011000101111",-1.0
"@00100001000101",-0.95
"@11010000100101",-0.92
"@00100010001110",-1.0
"@00100000011101",-1.0
"@11110000100110",-1.0
"@11100111101011",1.58
"@11001110001111",3.0
"@10100101110110",1.0
"@10100110011100",2.0
"@01010100101011",2.0
"@01111100110101",0.0
"@01111010010110",-1.0
"@11000100000111",1.0
"@01111010111110",-1.0
"@00101110111110",2.0
"@00011110110101",0.0
"@01110111111110",2.0
"@11100110100101",1.0
"@11000011001010",-0.91
"@10001110011100",1.0
"@01000110000011",0.59
"@01011101101001",1.55
"@01000110111011",1.57
"@00001111110110",1.0
"@10110011001010",-0.91
"@10010101010110",1.0
"@11000011001011",-0.83
"@10010100001010",2.0
"@00011110010111",1.0
"@11010001001110",-1.0
"@11011011011001",-2.0
"@10000011000111",-1.0
"@01000101101101",3.0
"@11000001101100",-0.91
"@01000010111100",-1.0
"@00111101001001",1.54
"@01100010000111",-1.0
"@10111101101101",3.0
"@01100010010101",-1.0
"@10111110101011",1.56
"@00001111110111",1.0
"@00101000000111",-1.0
"@00011010111100",-2.0
"@01000100111011",1.56
"@11001001100011",-1.0
"@10001010101011",-1.0
"@00101111110011",0.51
"@10110000110101",-0.98
"@11001111110011",0.34
"@01001000011111",-1.0
"@00101010001111",-1.0
"@01001010111101",-1.67
"@11110100010110",1.0
"@10011011100011",-1.0
"@00101010100111",-1.0
"@11111010110011",-1.28
"@10101100101011",1.57
"@00010000111111",-1.0
"@11101010100011",-1.0
"@01000011100101",-1.0
"@00110110010110",1.0
"@01001100101110",2.0
"@11000110000111",1.0
"@11100111000011",1.0
"@01001100111100",1.0
"@11001111111100",1.0
"@10110001011011",-1.0
"@00010110011001",1.57
"@00111100001111",3.0
"@10110000010101",-1.0
"@00100011101101",-1.0
"@00000111110111",1.0
"@01011010100110",-1.0
"@11101111010110",1.0
"@10000110000111",1.0
"@10011100100110",1.0
"@00001110110101",0.0
"@10000111100111",1.0
"@01101101011100",1.0
"@01000000101001",-0.74
"@00100000100101",-0.91
"@10010000000011",-1.0
"@00011011011101",-2.0
"@11010110000011",1.0
"@00111101110110",1.0
"@00010100011100",2.0
"@11000111011010",1.31
"@00100001111111",-1.0
"@10111010110011",-1.29
"@11011001000111",-1.0
"@01011110011110",2.0
"@00110101000110",1.0
"@10111100101111",3.0
"@01100001011010",-1.0
"@11110110100110",1.0
"@11010101111111",3.0
"@01010000000111",-1.0
"@11100100111011",1.57
"@10101100011001",1.55
"@01101111111001",1.56
"@01111101001111",3.0
"@11000100100011",1.0
"@10110000101010",-0.86
"@01001111011010",1.0
"@00010101111111",3.0
"@11111010101010",-1.17
"@00100010011001",-0.9
"@11001000110111",-1.0
"@10000000000110",-1.0
"@01101101111011",1.56
"@10010011010111",-1.0
"@11100110110101",1.0
"@01100001001110",-1.0
"@00000000110110",-1.0
"@01100101100011",1.0
"@11110001101011",-1.0
"@10011000000111",-1.0
"@10011111011010",2.0
"@10110111101010",1.47
"@11100100111111",3.0
"@00100100000011",0.57
"@00010111011011",2.0
"@10100101111010",1.32
"@01110101000110",1.0
"@00011110111001",1.55
"@00000011100011",-1.0
"@00110001001101",-1.0
"@01100000000111",-1.0
"@11100101111100",2.0
"@11111101101010",2.0
"@11110000010111",-1.0
"@00001010111101",-2.0
"@00001010010110",-1.0
"@11010010001100",-0.88
"@01011001100101",-1.88
"@11110110111111",3.0
"@10010001011111",-1.0
"@01100101010011",1.0
"@01101100100011",1.0
"@01101101111111",3.0
"@10111001101100",-1.91
"@01010111001111",3.0
"@11101110101100",1.0
"@01001110011101",3.0
"@10110110011011",1.56
"@01111110010101",0.0
"@00000010011010",-1.1
"@10100110011001",1.58
"@11110110101001",1.57
"@01001001010111",-1.0
"@01010000111001",-0.93
"@00111011011010",-1.0
"@11101110111111",3.0
"@01010101011101",3.0
"@01011001000011",-1.0
"@10110001111011",-1.0
"@11010101110111",1.0
"@00010000010111",-1.0
"@00011101001011",1.56
"@11111000011011",-1.12
"@11011111111111",3.0
"@10101011001100",-2.0
"@00101111111101",3.0
"@10000100101001",1.59
"@01101010011011",-1.0
"@10100010000101",-1.0
"@10001000000110",-1.0
"@10001000011001",-1.68
"@10011011101111",-1.0
"@00011001011001",-1.93
"@00101000011001",-2.0
"@11010111101010",2.0
"@01111100001011",1.56
"@11111110001101",3.0
"@11000000000011",-1.0
"@01011101111110",2.0
"@10001111001100",1.0
"@11110111001101",3.0
"@00000101101010",2.0
"@00110100011100",2.0
"@01001000010110",-1.0
"@01110110110101",1.0
"@11110101011101",3.0
"@11110001111011",-0.93
"@01100010010111",-1.0
"@10100001111010",-1.0
"@10010101110101",1.0
"@11100111101111",3.0
"@10000010001111",-1.0
"@11011011101010",-1.0
"@01001011101011",-1.0
"@00111100111110",2.0
"@01011011011111",-1.0
"@10110111001101",3.0
"@01100100011001",1.58
"@01111111110110",1.0
"@00111101011100",1.0
"@01110101001010",2.0
"@00100111010011",1.0
"@01001111000111",1.0
"@00011011011001",-2.0
"@10010000111011",-0.95
"@01110001101010",-1.0
"@01001100100110",1.0
"@00111011110110",-1.0
"@00001011010011",-1.0
"@10111101111110",2.0
"@01101010101010",-1.18
"@11011110011111",3.0
"@11000101011010",1.3
"@10100000001010",-1.0
"@10110001001011",-1.0
"@10111111100111",1.0
"@11011111101100",1.0
"@01111111111011",1.55
"@10110000111110",-1.0
"@10110110101110",2.0
"@01010100101110",2.0
"@10110101110110",1.0
"@01111001001001",-1.71
"@00010001110011",-1.0
"@10010110011100",2.0
"@11010011001101",-1.0
"@01010110111111",3.0
"@00100110011011",2.0
"@11010010111011",-0.94
"@11001010110110",-1.0
"@11110110011001",2.0
"@10001011110110",-1.0
"@00111100010110",1.0
"@01011110111010",0.99
"@10011000011100",-2.02
"@10001011001011",-1.0
"@00010011010101",-1.0
"@11100110111100",2.0
"@11110011010101",-1.02
"@00010000101111",-1.0
"@01010111110110",1.0
"@10101001101010",-1.0
"@01001101100110",1.0
"@00011111011101",3.0
"@00110001101111",-1.0
"@00110010011001",-0.9
"@01000101011110",2.0
"@00111000101011",-1.04
"@01100001001101",-1.0
"@00111000101001",-1.49
"@11111111000111",1.0
"@11011101011010",1.67
"@01101100110011",1.0
"@00000101010101",1.0
"@11000000101111",-1.0
"@00011110001010",1.16
"@01011010011100",-2.0
"@11111101101100",1.0
"@10110100111001",1.57
"@00101011001001",-1.7
"@11110011101011",-1.0
"@00101000111101",-2.0
"@10000000011110",-1.0
"@01111001111011",-1.22
"@11011101101111",3.0
"@01000100011101",3.0
"@11001111111111",3.0
"@01101011010110",-1.0
"@01010010100110",-1.0
"@11111101100110",1.0
"@01111111011110",2.0
"@01101110101001",1.57
"@11011000000011",-1.22
"@10011101011100",1.0
"@10011101000110",1.0
"@10100000011110",-1.0
"@01001011000111",-1.0
"@11011001000011",-1.0
"@00000111101101",3.0
"@10100100101101",3.0
"@11011100100110",1.0
"@10010010101100",-0.86
"@11011100000111",1.0
"@00100110001010",1.5
"@10011100101001",1.55
"@01101011001110",-1.0
"@01100011010011",-1.02
"@00100010010101",-1.0
"@01110000000101",-1.0
"@11010001010101",-1.1
"@11001000110011",-1.0
"@11100000010011",-1.0
"@01100100000111",1.0
"@11111000000111",-1.0
"@00010100101011",2.0
"@11111001111011",-1.0
"@10111001011001",-2.0
"@11110010111010",-0.95
"@01011000111111",-1.0
"@01000101001011",1.58
"@00000011101010",-0.92
"@10010000101110",-1.0
"@11110010010101",-1.0
"@10100100110011",1.0
"@00011110011011",2.0
"@00010010101111",-1.0
"@00000001101100",-0.91
"@10001000110110",-1.0
"@01000010001100",-1.0
"@01010100101001",1.58
"@01000000100110",-1.0
"@10011100010101",0.0
"@10101110010101",0.0
"@01100110011101",3.0
"@00011000001100",-2.0
"@00111100011100",1.0
"@11101011110110",-1.0
"@01010011000110",-1.0
"@00110101000011",1.0
"@00100100110101",1.0
"@01101011110101",-1.97
"@11110010000101",-1.0
"@11000011111010",-1.13
"@01110010011110",-1.0
"@01000110010011",0.36
"@00101110101010",2.0
"@10111011110101",-1.97
"@10110011001100",-1.0
"@11110100100011",1.0
"@11011000110011",-1.0
"@01111111000111",1.0
"@00110000000111",-1.0
"@10011100101011",1.56
"@11100111011101",3.0
"@11000010011011",-0.95
"@01110100000111",1.0
"@11111100101001",2.0
"@11001110110101",0.0
"@00100001111101",-1.0
"@11011110001011",1.57
"@11001101111110",2.0
"@10000100001111",3.0
"@01110101101011",1.58
"@11110110001001",1.57
"@01001111111010",1.0
"@11111111110101",0.0
"@10101001000011",-1.27
"@11100010011100",-0.95
"@11110110101111",3.0
"@01111011011100",-2.0
"@01001101011011",1.55
"@11001001001010",-1.0
"@10011001111001",-2.0
"@00010111110011",1.0
"@11100000110011",-1.0
"@11100100000101",1.0
"@01011000000110",-1.0
"@10110011001111",-1.0
"@00001000101101",-2.0
"@00110001000101",-1.0
"@01011100011111",3.0
"@11111011000110",-1.0
"@00010111100101",1.0
"@00000010111100",-1.0
"@00010110101010",2.0
"@00000000111011",-0.97
"@11101100110101",0.0
"@11011100111111",3.0
"@01010000100111",-1.0
"@10100001010011",-1.0
"@01101110111011",2.0
"@00111101111001",2.0
"@01010111101010",1.47
"@01000011101100",-0.91
"@01010111011010",2.0
"@11011000110111",-1.0
"@01101011101001",-1.67
"@01010010101100",-1.0
"@00101011111010",-1.0
"@11110100010101",1.0
"@01001000011001",-1.72
"@11100111101101",3.0
"@11100011001100",-0.93
"@11110011001110",-1.0
"@01101010111101",-1.62
"@10110101110111",1.0
"@01011110011001",2.0
"@11000010001011",-0.74
"@00111000001100",-2.0
"@11110001011101",-0.93
"@01001110001010",1.15
"@10111010100111",-1.0
"@00100011010101",-1.03
"@11010111100101",1.0
"@01001010100011",-1.22
"@10110101111001",2.0
"@10001101011001",1.56
"@00111011101111",-1.0
"@00010010010011",-1.16
"@11001001111100",-2.05
"@11010010011011",-0.95
"@01000111010011",1.0
"@00010011001001",-1.0
"@01101011001011",-1.14
"@10111111110011",1.0
"@00111011100011",-1.27
"@00010110011110",2.0
"@10101000010111",-1.0
"@00011101101111",3.0
"@10100101111111",3.0
"@01000101010101",1.0
"@01101111111110",2.0
"@11111111100110",1.0
"@10010011101101",-0.85
"@01100011110111",-1.0
"@01000001001011",-1.0
"@00110111110110",1.0
"@00010101101011",1.57
"@01100110001111",3.0
"@00000000010011",-1.16
"@11010001010111",-1.0
"@01000001111010",-1.0
"@00000011001010",-1.0
"@01001111111111",3.0
"@10110101000111",1.0
"@00101110110101",0.0
"@00100110010111",1.0
"@01101000101111",-1.0
"@11011000111101",-1.68
"@11001110111011",1.57
"@01001000001010",-1.19
"@00010010100011",-0.94
"@00010111100011",1.0
"@11100101010111",1.0
"@01010011111110",-1.0
"@10001001000110",-1.0
"@10110010010011",-0.99
"@11101100100011",1.0
"@11111101101101",3.0
"@11010100110011",1.0
"@01110011100111",-1.0
"@10011110110110",1.0
"@01001000110101",-2.0
"@01000100101110",2.0
"@01001001010101",-2.0
"@11101001011010",-1.0
"@10110001111111",-1.0
"@00110110010111",1.0
"@00101101001101",3.0
"@10001111010101",0.0
"@01010011110101",-1.0
"@11001101010011",1.0
"@11111010000101",-1.81
"@11111001100101",-1.9
"@10001011100111",-1.0
"@00010011111001",-1.03
"@01111100011110",2.0
"@00011110111110",2.0
"@01000010101111",-1.0
"@00011101101001",1.55
"@00101010101001",-1.49
"@10001110011001",1.56
"@00110110101011",1.58
"@11111110101111",3.0
"@10010100101100",2.0
"@00110000011011",-1.0
"@01111110001100",1.0
"@11010111111101",3.0
"@01111010110110",-1.0
"@10100010101100",-0.86
"@11000110101111",3.0
"@11110001100111",-1.0
"@01110100001111",3.0
"@10011011101001",-1.65
"@00101111111010",0.99
"@11010100100110",1.0
"@00000101010011",1.0
"@00110111000101",1.0
"@00010010110101",-1.0
"@10110110111111",3.0
"@01001100111010",2.0
"@11101011011011",-1.2
"@00000110111110",2.0
"@10000111011101",3.0
"@00100010001100",-1.0
"@01100000011011",-0.89
"@11010110111101",3.0
"@01110101100101",1.0
"@10100100111101",3.0
"@11100101011111",3.0
"@01000001001100",-1.0
"@00101011011110",-1.0
"@01010001011101",-1.0
"@01001010111011",-1.23
"@01001110001100",1.0
"@11000010100110",-1.0
"@11111000001100",-1.88
"@00010011000111",-1.0
"@00100000011111",-1.0
"@10110001010011",-1.0
"@01100001111110",-1.0
"@00010011110110",-1.0
"@11010101010110",1.0
"@10001010101111",-1.0
"@10011000101011",-1.0
"@01011111110110",1.0
"@01111101011111",3.0
"@11110100011101",3.0
"@01001110100101",0.0
"@11110000100011",-1.0
"@11101000011100",-1.95
"@00100000110101",-1.0
"@00100111101100",2.0
"@01001101101010",1.16
"@11111100001100",1.0
"@11100110111101",3.0
